c1,c2,c3,c4,c5
0,0.94590336,0,0.054096642,0
0,0.94590336,0,0.054096642,0
0,0.94590336,0,0.054096642,0
0,0.94590336,0,0.054096642,0
0,0.94590336,0,0.054096642,0
0,0.94590336,0,0.054096642,0
0,0.94590336,0,0.054096642,0
0,0.94590336,0,0.054096642,0
0,0.94590336,0,0.054096642,0
0,0.37420747,0,0.62579253,0
0,0.37420747,0,0.62579253,0
0,0.37420747,0,0.62579253,0
0,0.37420747,0,0.62579253,0
0,0.37420747,0,0.62579253,0
0,0.37420747,0,0.62579253,0
0,0.37420747,0,0.62579253,0
0,0.37420747,0,0.62579253,0
0,0.37420747,0,0.62579253,0
0,0.37420747,0,0.62579253,0
0,0.37420747,0,0.62579253,0
0,0.37420747,0,0.62579253,0
0,0.37420747,0,0.62579253,0
0,0.37420747,0,0.62579253,0
0,0.37420747,0,0.62579253,0
0,0.52507735,0,0.47492265,0
0,0.52507735,0,0.47492265,0
0,0.52507735,0,0.47492265,0
0,0.52507735,0,0.47492265,0
0,0.52507735,0,0.47492265,0
0,0.52507735,0,0.47492265,0
0,0.52507735,0,0.47492265,0
0,0.52507735,0,0.47492265,0
0,0.52507735,0,0.47492265,0
0,0.52507735,0,0.47492265,0
0,0.52507735,0,0.47492265,0
0,0.52507735,0,0.47492265,0
0,0.52507735,0,0.47492265,0
0,0.52507735,0,0.47492265,0
0,0.52507735,0,0.47492265,0
0,0.62093503,0,0.37906497,0
0,0.62093503,0,0.37906497,0
0,0.62093503,0,0.37906497,0
0,0.62093503,0,0.37906497,0
0,0.62093503,0,0.37906497,0
0,0.62093503,0,0.37906497,0
0,0.62093503,0,0.37906497,0
0,0.62093503,0,0.37906497,0
0,0.62093503,0,0.37906497,0
0,0.62093503,0,0.37906497,0
0,0.62093503,0,0.37906497,0
0,0.62093503,0,0.37906497,0
0,0.62093503,0,0.37906497,0
0,0.62093503,0,0.37906497,0
0,0.62093503,0,0.37906497,0
0,0.98309788,0.016902124,0,0
0,0.98309788,0.016902124,0,0
0,0.98309788,0.016902124,0,0
0,0.98309788,0.016902124,0,0
0,0.98309788,0.016902124,0,0
0,0.98309788,0.016902124,0,0
0,0.98309788,0.016902124,0,0
0,0.98309788,0.016902124,0,0
0,0.98309788,0.016902124,0,0
0,0.98309788,0.016902124,0,0
0,0.98309788,0.016902124,0,0
0,0.98309788,0.016902124,0,0
0,0.98309788,0.016902124,0,0
0,0.98309788,0.016902124,0,0
0,0.98309788,0.016902124,0,0
0,0.51428892,0.48571108,0,0
0,0.51428892,0.48571108,0,0
0,0.51428892,0.48571108,0,0
0,0.51428892,0.48571108,0,0
0,0.51428892,0.48571108,0,0
0,0.51428892,0.48571108,0,0
0,0.51428892,0.48571108,0,0
0,0.51428892,0.48571108,0,0
0,0.51428892,0.48571108,0,0
0,0.51428892,0.48571108,0,0
0,0.51428892,0.48571108,0,0
0,0.51428892,0.48571108,0,0
0,0.51428892,0.48571108,0,0
0,0.51428892,0.48571108,0,0
0,0.51428892,0.48571108,0,0
0,0.409547,0.590453,0,0
0,0.409547,0.590453,0,0
0,0.409547,0.590453,0,0
0,0.409547,0.590453,0,0
0,0.409547,0.590453,0,0
0,0.409547,0.590453,0,0
0,0.409547,0.590453,0,0
0,0.409547,0.590453,0,0
0,0.409547,0.590453,0,0
0,0.409547,0.590453,0,0
0,0.409547,0.590453,0,0
0,0.409547,0.590453,0,0
0,0.409547,0.590453,0,0
0,0.409547,0.590453,0,0
0,0.409547,0.590453,0,0
0,0.3794368,0.6205632,0,0
0,0.3794368,0.6205632,0,0
0,0.3794368,0.6205632,0,0
0,0.3794368,0.6205632,0,0
0,0.3794368,0.6205632,0,0
0,0.3794368,0.6205632,0,0
0,0.3794368,0.6205632,0,0
0,0.3794368,0.6205632,0,0
0,0.3794368,0.6205632,0,0
0,0.3794368,0.6205632,0,0
0,0.3794368,0.6205632,0,0
0,0.3794368,0.6205632,0,0
0,0.3794368,0.6205632,0,0
0,0.3794368,0.6205632,0,0
0,0.3794368,0.6205632,0,0
0,0.5165859,0.4834141,0,0
0,0.5165859,0.4834141,0,0
0,0.5165859,0.4834141,0,0
0,0.5165859,0.4834141,0,0
0,0.5165859,0.4834141,0,0
0,0.5165859,0.4834141,0,0
0,0.5165859,0.4834141,0,0
0,0.5165859,0.4834141,0,0
0,0.5165859,0.4834141,0,0
0,0.5165859,0.4834141,0,0
0,0.5165859,0.4834141,0,0
0,0.5165859,0.4834141,0,0
0,0.5165859,0.4834141,0,0
0,0.5165859,0.4834141,0,0
0,0.5165859,0.4834141,0,0
0,0.41141478,0.58858522,0,0
0,0.41141478,0.58858522,0,0
0,0.41141478,0.58858522,0,0
0,0.41141478,0.58858522,0,0
0,0.41141478,0.58858522,0,0
0,0.41141478,0.58858522,0,0
0,0.41141478,0.58858522,0,0
0,0.41141478,0.58858522,0,0
0,0.41141478,0.58858522,0,0
0,0.41141478,0.58858522,0,0
0,0.41141478,0.58858522,0,0
0,0.41141478,0.58858522,0,0
0,0.41141478,0.58858522,0,0
0,0.41141478,0.58858522,0,0
0,0.41141478,0.58858522,0,0
0,0.45354319,0.54645681,0,0
0,0.45354319,0.54645681,0,0
0,0.45354319,0.54645681,0,0
0,0.45354319,0.54645681,0,0
0,0.45354319,0.54645681,0,0
0,0.45354319,0.54645681,0,0
0,0.45354319,0.54645681,0,0
0,0.45354319,0.54645681,0,0
0,0.45354319,0.54645681,0,0
0,0.45354319,0.54645681,0,0
0,0.45354319,0.54645681,0,0
0,0.45354319,0.54645681,0,0
0,0.45354319,0.54645681,0,0
0,0.45354319,0.54645681,0,0
0,0.45354319,0.54645681,0,0
0,0.54434937,0.45565063,0,0
0,0.54434937,0.45565063,0,0
0,0.54434937,0.45565063,0,0
0,0.54434937,0.45565063,0,0
0,0.54434937,0.45565063,0,0
0,0.54434937,0.45565063,0,0
0,0.54434937,0.45565063,0,0
0,0.54434937,0.45565063,0,0
0,0.54434937,0.45565063,0,0
0,0.54434937,0.45565063,0,0
0,0.54434937,0.45565063,0,0
0,0.54434937,0.45565063,0,0
0,0.54434937,0.45565063,0,0
0,0.54434937,0.45565063,0,0
0,0.54434937,0.45565063,0,0
0,0.75272133,0.24727867,0,0
0,0.75272133,0.24727867,0,0
0,0.75272133,0.24727867,0,0
0,0.75272133,0.24727867,0,0
0,0.75272133,0.24727867,0,0
0,0.75272133,0.24727867,0,0
0,0.75272133,0.24727867,0,0
0,0.75272133,0.24727867,0,0
0,0.75272133,0.24727867,0,0
0,0.75272133,0.24727867,0,0
0,0.75272133,0.24727867,0,0
0,0.75272133,0.24727867,0,0
0,0.75272133,0.24727867,0,0
0,0.75272133,0.24727867,0,0
0,0.75272133,0.24727867,0,0
0,0.22671554,0.77328446,0,0
0,0.22671554,0.77328446,0,0
0,0.22671554,0.77328446,0,0
0,0.22671554,0.77328446,0,0
0,0.22671554,0.77328446,0,0
0,0.22671554,0.77328446,0,0
0,0.22671554,0.77328446,0,0
0,0.22671554,0.77328446,0,0
0,0.22671554,0.77328446,0,0
0,0.22671554,0.77328446,0,0
0,0.22671554,0.77328446,0,0
0,0.22671554,0.77328446,0,0
0,0.22671554,0.77328446,0,0
0,0.22671554,0.77328446,0,0
0,0.22671554,0.77328446,0,0
0,0.20476768,0.79523232,0,0
0,0.20476768,0.79523232,0,0
0,0.20476768,0.79523232,0,0
0,0.20476768,0.79523232,0,0
0,0.20476768,0.79523232,0,0
0,0.20476768,0.79523232,0,0
0,0.20476768,0.79523232,0,0
0,0.20476768,0.79523232,0,0
0,0.20476768,0.79523232,0,0
0,0.20476768,0.79523232,0,0
0,0.20476768,0.79523232,0,0
0,0.20476768,0.79523232,0,0
0,0.20476768,0.79523232,0,0
0,0.20476768,0.79523232,0,0
0,0.20476768,0.79523232,0,0
0,0.00056506058,0.99943494,0,0
0,0.00056506058,0.99943494,0,0
0,0.00056506058,0.99943494,0,0
0,0.00056506058,0.99943494,0,0
0,0.00056506058,0.99943494,0,0
0,0.00056506058,0.99943494,0,0
0,0.00056506058,0.99943494,0,0
0,0.00056506058,0.99943494,0,0
0,0.00056506058,0.99943494,0,0
0,0.00056506058,0.99943494,0,0
0,0.00056506058,0.99943494,0,0
0,0.00056506058,0.99943494,0,0
0,0.00056506058,0.99943494,0,0
0,0.00056506058,0.99943494,0,0
0,0.00056506058,0.99943494,0,0
0,0.47287731,0.52712269,0,0
0,0.47287731,0.52712269,0,0
0,0.47287731,0.52712269,0,0
0,0.47287731,0.52712269,0,0
0,0.47287731,0.52712269,0,0
0,0.47287731,0.52712269,0,0
0,0.47287731,0.52712269,0,0
0,0.47287731,0.52712269,0,0
0,0.47287731,0.52712269,0,0
0,0.47287731,0.52712269,0,0
0,0.47287731,0.52712269,0,0
0,0.47287731,0.52712269,0,0
0,0.47287731,0.52712269,0,0
0,0.47287731,0.52712269,0,0
0,0.47287731,0.52712269,0,0
0,0.66452218,0.33547782,0,0
0,0.66452218,0.33547782,0,0
0,0.66452218,0.33547782,0,0
0,0.66452218,0.33547782,0,0
0,0.66452218,0.33547782,0,0
0,0.66452218,0.33547782,0,0
0,0.66452218,0.33547782,0,0
0,0.66452218,0.33547782,0,0
0,0.66452218,0.33547782,0,0
0,0.66452218,0.33547782,0,0
0,0.66452218,0.33547782,0,0
0,0.66452218,0.33547782,0,0
0,0.66452218,0.33547782,0,0
0,0.66452218,0.33547782,0,0
0,0.66452218,0.33547782,0,0
0,0.8533713,0.1466287,0,0
0,0.8533713,0.1466287,0,0
0,0.8533713,0.1466287,0,0
0,0.8533713,0.1466287,0,0
0,0.8533713,0.1466287,0,0
0,0.8533713,0.1466287,0,0
0,0.8533713,0.1466287,0,0
0,0.8533713,0.1466287,0,0
0,0.8533713,0.1466287,0,0
0,0.8533713,0.1466287,0,0
0,0.8533713,0.1466287,0,0
0,0.8533713,0.1466287,0,0
0,0.8533713,0.1466287,0,0
0,0.8533713,0.1466287,0,0
0,0.8533713,0.1466287,0,0
0,0.59178342,0.40821658,0,0
0,0.59178342,0.40821658,0,0
0,0.59178342,0.40821658,0,0
0,0.59178342,0.40821658,0,0
0,0.59178342,0.40821658,0,0
0,0.59178342,0.40821658,0,0
0,0.59178342,0.40821658,0,0
0,0.59178342,0.40821658,0,0
0,0.59178342,0.40821658,0,0
0,0.59178342,0.40821658,0,0
0,0.59178342,0.40821658,0,0
0,0.59178342,0.40821658,0,0
0,0.59178342,0.40821658,0,0
0,0.59178342,0.40821658,0,0
0,0.59178342,0.40821658,0,0
0,0.27698983,0.72301017,0,0
0,0.27698983,0.72301017,0,0
0,0.27698983,0.72301017,0,0
0,0.27698983,0.72301017,0,0
0,0.27698983,0.72301017,0,0
0,0.27698983,0.72301017,0,0
0,0.27698983,0.72301017,0,0
0,0.27698983,0.72301017,0,0
0,0.27698983,0.72301017,0,0
0,0.27698983,0.72301017,0,0
0,0.27698983,0.72301017,0,0
0,0.27698983,0.72301017,0,0
0,0.27698983,0.72301017,0,0
0,0.27698983,0.72301017,0,0
0,0.27698983,0.72301017,0,0
0,0.074859065,0.92514094,0,0
0,0.074859065,0.92514094,0,0
0,0.074859065,0.92514094,0,0
0,0.074859065,0.92514094,0,0
0,0.074859065,0.92514094,0,0
0,0.074859065,0.92514094,0,0
0,0.074859065,0.92514094,0,0
0,0.074859065,0.92514094,0,0
0,0.074859065,0.92514094,0,0
0,0.074859065,0.92514094,0,0
0,0.074859065,0.92514094,0,0
0,0.074859065,0.92514094,0,0
0,0.074859065,0.92514094,0,0
0,0.074859065,0.92514094,0,0
0,0.074859065,0.92514094,0,0
0,0.4701944,0.5298056,0,0
0,0.4701944,0.5298056,0,0
0,0.4701944,0.5298056,0,0
0,0.4701944,0.5298056,0,0
0,0.4701944,0.5298056,0,0
0,0.4701944,0.5298056,0,0
0,0.4701944,0.5298056,0,0
0,0.4701944,0.5298056,0,0
0,0.4701944,0.5298056,0,0
0,0.4701944,0.5298056,0,0
0,0.4701944,0.5298056,0,0
0,0.4701944,0.5298056,0,0
0,0.4701944,0.5298056,0,0
0,0.4701944,0.5298056,0,0
0,0.4701944,0.5298056,0,0
0,0.79985166,0.20014834,0,0
0,0.79985166,0.20014834,0,0
0,0.79985166,0.20014834,0,0
0,0.79985166,0.20014834,0,0
0,0.79985166,0.20014834,0,0
0,0.79985166,0.20014834,0,0
0,0.79985166,0.20014834,0,0
0,0.79985166,0.20014834,0,0
0,0.79985166,0.20014834,0,0
0,0.79985166,0.20014834,0,0
0,0.79985166,0.20014834,0,0
0,0.79985166,0.20014834,0,0
0,0.79985166,0.20014834,0,0
0,0.79985166,0.20014834,0,0
0,0.79985166,0.20014834,0,0
0,0.46725419,0.53274581,0,0
0,0.46725419,0.53274581,0,0
0,0.46725419,0.53274581,0,0
0,0.46725419,0.53274581,0,0
0,0.46725419,0.53274581,0,0
0,0.46725419,0.53274581,0,0
0,0.46725419,0.53274581,0,0
0,0.46725419,0.53274581,0,0
0,0.46725419,0.53274581,0,0
0,0.46725419,0.53274581,0,0
0,0.46725419,0.53274581,0,0
0,0.46725419,0.53274581,0,0
0,0.46725419,0.53274581,0,0
0,0.46725419,0.53274581,0,0
0,0.46725419,0.53274581,0,0
0,0.2237867,0.7762133,0,0
0,0.2237867,0.7762133,0,0
0,0.2237867,0.7762133,0,0
0,0.2237867,0.7762133,0,0
0,0.2237867,0.7762133,0,0
0,0.2237867,0.7762133,0,0
0,0.2237867,0.7762133,0,0
0,0.2237867,0.7762133,0,0
0,0.2237867,0.7762133,0,0
0,0.2237867,0.7762133,0,0
0,0.2237867,0.7762133,0,0
0,0.2237867,0.7762133,0,0
0,0.2237867,0.7762133,0,0
0,0.2237867,0.7762133,0,0
0,0.2237867,0.7762133,0,0
0,0.33216118,0.66783882,0,0
0,0.33216118,0.66783882,0,0
0,0.33216118,0.66783882,0,0
0,0.33216118,0.66783882,0,0
0,0.33216118,0.66783882,0,0
0,0.33216118,0.66783882,0,0
0,0.33216118,0.66783882,0,0
0,0.33216118,0.66783882,0,0
0,0.33216118,0.66783882,0,0
0,0.33216118,0.66783882,0,0
0,0.33216118,0.66783882,0,0
0,0.33216118,0.66783882,0,0
0,0.33216118,0.66783882,0,0
0,0.33216118,0.66783882,0,0
0,0.33216118,0.66783882,0,0
0,0.27042458,0.72957542,0,0
0,0.27042458,0.72957542,0,0
0,0.27042458,0.72957542,0,0
0,0.27042458,0.72957542,0,0
0,0.27042458,0.72957542,0,0
0,0.27042458,0.72957542,0,0
0,0.27042458,0.72957542,0,0
0,0.27042458,0.72957542,0,0
0,0.27042458,0.72957542,0,0
0,0.27042458,0.72957542,0,0
0,0.27042458,0.72957542,0,0
0,0.27042458,0.72957542,0,0
0,0.27042458,0.72957542,0,0
0,0.27042458,0.72957542,0,0
0,0.27042458,0.72957542,0,0
0,0.71562028,0.28437972,0,0
0,0.71562028,0.28437972,0,0
0,0.71562028,0.28437972,0,0
0,0.71562028,0.28437972,0,0
0,0.71562028,0.28437972,0,0
0,0.71562028,0.28437972,0,0
0,0.71562028,0.28437972,0,0
0,0.71562028,0.28437972,0,0
0,0.71562028,0.28437972,0,0
0,0.71562028,0.28437972,0,0
0,0.71562028,0.28437972,0,0
0,0.71562028,0.28437972,0,0
0,0.71562028,0.28437972,0,0
0,0.71562028,0.28437972,0,0
0,0.71562028,0.28437972,0,0
0,0.072951802,0.9270482,0,0
0,0.072951802,0.9270482,0,0
0,0.072951802,0.9270482,0,0
0,0.072951802,0.9270482,0,0
0,0.072951802,0.9270482,0,0
0,0.072951802,0.9270482,0,0
0,0.072951802,0.9270482,0,0
0,0.072951802,0.9270482,0,0
0,0.072951802,0.9270482,0,0
0,0.072951802,0.9270482,0,0
0,0.072951802,0.9270482,0,0
0,0.072951802,0.9270482,0,0
0,0.072951802,0.9270482,0,0
0,0.072951802,0.9270482,0,0
0,0.072951802,0.9270482,0,0
0,0.67417761,0.32582239,0,0
0,0.67417761,0.32582239,0,0
0,0.67417761,0.32582239,0,0
0,0.67417761,0.32582239,0,0
0,0.67417761,0.32582239,0,0
0,0.67417761,0.32582239,0,0
0,0.67417761,0.32582239,0,0
0,0.67417761,0.32582239,0,0
0,0.67417761,0.32582239,0,0
0,0.67417761,0.32582239,0,0
0,0.67417761,0.32582239,0,0
0,0.67417761,0.32582239,0,0
0,0.67417761,0.32582239,0,0
0,0.67417761,0.32582239,0,0
0,0.67417761,0.32582239,0,0
0,0.45098058,0.54901942,0,0
0,0.45098058,0.54901942,0,0
0,0.45098058,0.54901942,0,0
0,0.45098058,0.54901942,0,0
0,0.45098058,0.54901942,0,0
0,0.45098058,0.54901942,0,0
0,0.45098058,0.54901942,0,0
0,0.45098058,0.54901942,0,0
0,0.45098058,0.54901942,0,0
0,0.45098058,0.54901942,0,0
0,0.45098058,0.54901942,0,0
0,0.45098058,0.54901942,0,0
0,0.45098058,0.54901942,0,0
0,0.45098058,0.54901942,0,0
0,0.45098058,0.54901942,0,0
0,0.14678017,0.85321983,0,0
0,0.14678017,0.85321983,0,0
0,0.14678017,0.85321983,0,0
0,0.14678017,0.85321983,0,0
0,0.14678017,0.85321983,0,0
0,0.14678017,0.85321983,0,0
0,0.14678017,0.85321983,0,0
0,0.14678017,0.85321983,0,0
0,0.14678017,0.85321983,0,0
0,0.14678017,0.85321983,0,0
0,0.14678017,0.85321983,0,0
0,0.14678017,0.85321983,0,0
0,0.14678017,0.85321983,0,0
0,0.14678017,0.85321983,0,0
0,0.14678017,0.85321983,0,0
0,0.43614125,0.56385875,0,0
0,0.43614125,0.56385875,0,0
0,0.43614125,0.56385875,0,0
0,0.43614125,0.56385875,0,0
0,0.43614125,0.56385875,0,0
0,0.43614125,0.56385875,0,0
0,0.43614125,0.56385875,0,0
0,0.43614125,0.56385875,0,0
0,0.43614125,0.56385875,0,0
0,0.43614125,0.56385875,0,0
0,0.43614125,0.56385875,0,0
0,0.43614125,0.56385875,0,0
0,0.43614125,0.56385875,0,0
0,0.43614125,0.56385875,0,0
0,0.43614125,0.56385875,0,0
0,0.96618458,0.033815418,0,0
0,0.96618458,0.033815418,0,0
0,0.96618458,0.033815418,0,0
0,0.96618458,0.033815418,0,0
0,0.96618458,0.033815418,0,0
0,0.96618458,0.033815418,0,0
0,0.96618458,0.033815418,0,0
0,0.96618458,0.033815418,0,0
0,0.96618458,0.033815418,0,0
0,0.96618458,0.033815418,0,0
0,0.96618458,0.033815418,0,0
0,0.96618458,0.033815418,0,0
0,0.96618458,0.033815418,0,0
0,0.96618458,0.033815418,0,0
0,0.96618458,0.033815418,0,0
0,0.61885469,0.38114531,0,0
0,0.61885469,0.38114531,0,0
0,0.61885469,0.38114531,0,0
0,0.61885469,0.38114531,0,0
0,0.61885469,0.38114531,0,0
0,0.61885469,0.38114531,0,0
0,0.61885469,0.38114531,0,0
0,0.61885469,0.38114531,0,0
0,0.61885469,0.38114531,0,0
0,0.61885469,0.38114531,0,0
0,0.61885469,0.38114531,0,0
0,0.61885469,0.38114531,0,0
0,0.61885469,0.38114531,0,0
0,0.61885469,0.38114531,0,0
0,0.61885469,0.38114531,0,0
0,0.33395081,0.66604919,0,0
0,0.33395081,0.66604919,0,0
0,0.33395081,0.66604919,0,0
0,0.33395081,0.66604919,0,0
0,0.33395081,0.66604919,0,0
0,0.33395081,0.66604919,0,0
0,0.33395081,0.66604919,0,0
0,0.33395081,0.66604919,0,0
0,0.33395081,0.66604919,0,0
0,0.33395081,0.66604919,0,0
0,0.33395081,0.66604919,0,0
0,0.33395081,0.66604919,0,0
0,0.33395081,0.66604919,0,0
0,0.33395081,0.66604919,0,0
0,0.33395081,0.66604919,0,0
0,0.40108378,0.59891622,0,0
0,0.40108378,0.59891622,0,0
0,0.40108378,0.59891622,0,0
0,0.40108378,0.59891622,0,0
0,0.40108378,0.59891622,0,0
0,0.40108378,0.59891622,0,0
0,0.40108378,0.59891622,0,0
0,0.40108378,0.59891622,0,0
0,0.40108378,0.59891622,0,0
0,0.40108378,0.59891622,0,0
0,0.40108378,0.59891622,0,0
0,0.40108378,0.59891622,0,0
0,0.40108378,0.59891622,0,0
0,0.40108378,0.59891622,0,0
0,0.40108378,0.59891622,0,0
0,0.68383531,0.31616469,0,0
0,0.68383531,0.31616469,0,0
0,0.68383531,0.31616469,0,0
0,0.68383531,0.31616469,0,0
0,0.68383531,0.31616469,0,0
0,0.68383531,0.31616469,0,0
0,0.68383531,0.31616469,0,0
0,0.68383531,0.31616469,0,0
0,0.68383531,0.31616469,0,0
0,0.68383531,0.31616469,0,0
0,0.68383531,0.31616469,0,0
0,0.68383531,0.31616469,0,0
0,0.68383531,0.31616469,0,0
0,0.68383531,0.31616469,0,0
0,0.68383531,0.31616469,0,0
0,0.74676992,0.25323008,0,0
0,0.74676992,0.25323008,0,0
0,0.74676992,0.25323008,0,0
0,0.74676992,0.25323008,0,0
0,0.74676992,0.25323008,0,0
0,0.74676992,0.25323008,0,0
0,0.74676992,0.25323008,0,0
0,0.74676992,0.25323008,0,0
0,0.74676992,0.25323008,0,0
0,0.74676992,0.25323008,0,0
0,0.74676992,0.25323008,0,0
0,0.74676992,0.25323008,0,0
0,0.74676992,0.25323008,0,0
0,0.74676992,0.25323008,0,0
0,0.74676992,0.25323008,0,0
0,0.94590336,0.054096642,0,0
0,0.94590336,0.054096642,0,0
0,0.94590336,0.054096642,0,0
0,0.94590336,0.054096642,0,0
0,0.94590336,0.054096642,0,0
0,0.94590336,0.054096642,0,0
0,0.94590336,0.054096642,0,0
0,0.94590336,0.054096642,0,0
0,0.94590336,0.054096642,0,0
0,0.94590336,0.054096642,0,0
0,0.94590336,0.054096642,0,0
0,0.94590336,0.054096642,0,0
0,0.94590336,0.054096642,0,0
0,0.94590336,0.054096642,0,0
0,0.94590336,0.054096642,0,0
0,0.37420747,0.62579253,0,0
0,0.37420747,0.62579253,0,0
0,0.37420747,0.62579253,0,0
0,0.37420747,0.62579253,0,0
0,0.37420747,0.62579253,0,0
0,0.37420747,0.62579253,0,0
0,0.37420747,0.62579253,0,0
0,0.37420747,0.62579253,0,0
0,0.37420747,0.62579253,0,0
0,0.37420747,0.62579253,0,0
0,0.37420747,0.62579253,0,0
0,0.37420747,0.62579253,0,0
0,0.37420747,0.62579253,0,0
0,0.37420747,0.62579253,0,0
0,0.37420747,0.62579253,0,0
0,0.52507735,0.47492265,0,0
0,0.52507735,0.47492265,0,0
0,0.52507735,0.47492265,0,0
0,0.52507735,0.47492265,0,0
0,0.52507735,0.47492265,0,0
0,0.52507735,0.47492265,0,0
0,0.52507735,0.47492265,0,0
0,0.52507735,0.47492265,0,0
0,0.52507735,0.47492265,0,0
0,0.52507735,0.47492265,0,0
0,0.52507735,0.47492265,0,0
0,0.52507735,0.47492265,0,0
0,0.52507735,0.47492265,0,0
0,0.52507735,0.47492265,0,0
0,0.52507735,0.47492265,0,0
0,0.62093503,0.37906497,0,0
0,0.62093503,0.37906497,0,0
0,0.62093503,0.37906497,0,0
0,0.62093503,0.37906497,0,0
0,0.62093503,0.37906497,0,0
0,0.62093503,0.37906497,0,0
0,0.62093503,0.37906497,0,0
0,0.62093503,0.37906497,0,0
0,0.62093503,0.37906497,0,0
0,0.62093503,0.37906497,0,0
0,0.62093503,0.37906497,0,0
0,0.62093503,0.37906497,0,0
0,0.62093503,0.37906497,0,0
0,0.62093503,0.37906497,0,0
0,0.62093503,0.37906497,0,0
0.98309788,0,0,0,0.016902124
0.98309788,0,0,0,0.016902124
0.98309788,0,0,0,0.016902124
0.98309788,0,0,0,0.016902124
0.98309788,0,0,0,0.016902124
0.98309788,0,0,0,0.016902124
0.98309788,0,0,0,0.016902124
0.98309788,0,0,0,0.016902124
0.98309788,0,0,0,0.016902124
0.98309788,0,0,0,0.016902124
0.98309788,0,0,0,0.016902124
0.98309788,0,0,0,0.016902124
0.98309788,0,0,0,0.016902124
0.98309788,0,0,0,0.016902124
0.98309788,0,0,0,0.016902124
0.51428892,0,0,0,0.48571108
0.51428892,0,0,0,0.48571108
0.51428892,0,0,0,0.48571108
0.51428892,0,0,0,0.48571108
0.51428892,0,0,0,0.48571108
0.51428892,0,0,0,0.48571108
0.51428892,0,0,0,0.48571108
0.51428892,0,0,0,0.48571108
0.51428892,0,0,0,0.48571108
0.51428892,0,0,0,0.48571108
0.51428892,0,0,0,0.48571108
0.51428892,0,0,0,0.48571108
0.51428892,0,0,0,0.48571108
0.51428892,0,0,0,0.48571108
0.51428892,0,0,0,0.48571108
0.409547,0,0,0,0.590453
0.409547,0,0,0,0.590453
0.409547,0,0,0,0.590453
0.409547,0,0,0,0.590453
0.409547,0,0,0,0.590453
0.409547,0,0,0,0.590453
0.409547,0,0,0,0.590453
0.409547,0,0,0,0.590453
0.409547,0,0,0,0.590453
0.409547,0,0,0,0.590453
0.409547,0,0,0,0.590453
0.409547,0,0,0,0.590453
0.409547,0,0,0,0.590453
0.409547,0,0,0,0.590453
0.409547,0,0,0,0.590453
0.3794368,0,0,0,0.6205632
0.3794368,0,0,0,0.6205632
0.3794368,0,0,0,0.6205632
0.3794368,0,0,0,0.6205632
0.3794368,0,0,0,0.6205632
0.3794368,0,0,0,0.6205632
0.3794368,0,0,0,0.6205632
0.3794368,0,0,0,0.6205632
0.3794368,0,0,0,0.6205632
0.3794368,0,0,0,0.6205632
0.3794368,0,0,0,0.6205632
0.3794368,0,0,0,0.6205632
0.3794368,0,0,0,0.6205632
0.3794368,0,0,0,0.6205632
0.3794368,0,0,0,0.6205632
0.5165859,0,0,0,0.4834141
0.5165859,0,0,0,0.4834141
0.5165859,0,0,0,0.4834141
0.5165859,0,0,0,0.4834141
0.5165859,0,0,0,0.4834141
0.5165859,0,0,0,0.4834141
0.5165859,0,0,0,0.4834141
0.5165859,0,0,0,0.4834141
0.5165859,0,0,0,0.4834141
0.5165859,0,0,0,0.4834141
0.5165859,0,0,0,0.4834141
0.5165859,0,0,0,0.4834141
0.5165859,0,0,0,0.4834141
0.5165859,0,0,0,0.4834141
0.5165859,0,0,0,0.4834141
0.41141478,0,0,0,0.58858522
0.41141478,0,0,0,0.58858522
0.41141478,0,0,0,0.58858522
0.41141478,0,0,0,0.58858522
0.41141478,0,0,0,0.58858522
0.41141478,0,0,0,0.58858522
0.41141478,0,0,0,0.58858522
0.41141478,0,0,0,0.58858522
0.41141478,0,0,0,0.58858522
0.41141478,0,0,0,0.58858522
0.41141478,0,0,0,0.58858522
0.41141478,0,0,0,0.58858522
0.41141478,0,0,0,0.58858522
0.41141478,0,0,0,0.58858522
0.41141478,0,0,0,0.58858522
0.45354319,0,0,0,0.54645681
0.45354319,0,0,0,0.54645681
0.45354319,0,0,0,0.54645681
0.45354319,0,0,0,0.54645681
0.45354319,0,0,0,0.54645681
0.45354319,0,0,0,0.54645681
0.45354319,0,0,0,0.54645681
0.45354319,0,0,0,0.54645681
0.45354319,0,0,0,0.54645681
0.45354319,0,0,0,0.54645681
0.45354319,0,0,0,0.54645681
0.45354319,0,0,0,0.54645681
0.45354319,0,0,0,0.54645681
0.45354319,0,0,0,0.54645681
0.45354319,0,0,0,0.54645681
0.54434937,0,0,0,0.45565063
0.54434937,0,0,0,0.45565063
0.54434937,0,0,0,0.45565063
0.54434937,0,0,0,0.45565063
0.54434937,0,0,0,0.45565063
0.54434937,0,0,0,0.45565063
0.54434937,0,0,0,0.45565063
0.54434937,0,0,0,0.45565063
0.54434937,0,0,0,0.45565063
0.54434937,0,0,0,0.45565063
0.54434937,0,0,0,0.45565063
0.54434937,0,0,0,0.45565063
0.54434937,0,0,0,0.45565063
0.54434937,0,0,0,0.45565063
0.54434937,0,0,0,0.45565063
0.75272133,0,0,0,0.24727867
0.75272133,0,0,0,0.24727867
0.75272133,0,0,0,0.24727867
0.75272133,0,0,0,0.24727867
0.75272133,0,0,0,0.24727867
